imo,ship_name,mmsi,call_sign,consumption_value_1,consumption_speed_1,consumption_value_2,consumption_speed_2
9847982,GOLDEN SAINT,538008660,V7A2632,57,13.7,NA,NA
7923940,WINNING BINTAN,NA,3EJJ6,49,12,NA,NA
9169500,INTER SYDNEY,376908000,J8B4877,110,23,NA,NA
9150781,DCS EXPLORER,NA,NA,6,11.1,NA,NA
9425849,MAERSK LANCER,220581000,OUHX2,25,11,85,16.7
9400497,NORMAND SAMSON,257311000,LADT8,35,10,40,12
8617079,RAJU,NA,V4MP4,25,13.3,NA,NA
9574157,DOUBLE FANTASY,370772000,H8AT,42,14,NA,NA
8817722,ARCO BECK,NA,MHWW8,12,12.7,NA,NA
8919001,CAPTAIN COSTAS,NA,V7MR9,45,18.5,NA,NA
9314430,SERVEWELL VIGOR,525016718,POTG,14.2,10,NA,NA
9403671,TAITAR NO. 3,372195000,3FMD5,270,19.5,NA,NA
9940978,TSUBAKI,538010118,V7A5637,36.6,16.5,NA,NA
7615414,SANTA CRUZ,247279300,ICDS,72,20.5,NA,NA
9574119,YU HENG STAR,636021787,5LFR4,42,14,NA,NA
9993652,BRAVE SWALLOW,636024077,5LQW4,16.7,13.5,NA,NA
9550955,SAMSON 7,NA,NA,8,11.5,NA,NA
8209030,HANDY V,NA,3EFD2,34,13,NA,NA
9433509,TORM ATLANTIC,219452000,OZCR2,34.5,14,NA,NA
9938262,CMA CGM PARATY,256807000,9HA5980,154.2,21,NA,NA
9331177,BLUE PUTTEES,316014040,VXKF,76,22,NA,NA
9898761,SEABRILLIANCE,210496000,5BKZ6,52.8,14.8,NA,NA
9942304,ENERGY AFRODITE,232036363,MJIR6,24,13,NA,NA
9397987,AQUAMARINE ACE,352980798,3E3537,48.7,20.6,NA,NA
9118238,SMS CAYENNE,620718000,D6A2718,16.5,13,NA,NA
9703459,DEVBULK CANSEN,538010507,V7A6145,26,13,NA,NA
9373034,RTM TWARRA,564788000,9V2771,42,14,NA,NA
9720823,RAWABI 63,572520220,T2UL5,9,10,NA,NA
9326392,BRILLIANT VENUS,370735000,3FNW3,45.8,14,NA,NA
9689794,NEW JOURNEY,356548000,H8CV,19.7,14,NA,NA
9782687,GRANDE MIRAFIORI,247405800,IBQY,48.1,19.2,NA,NA
9125566,TQ SAMSUN,636024376,5LSH5,28.5,14,NA,NA
9260079,PIONEER,538005221,V7BZ6,30,14.5,NA,NA
8921664,HALCYON,613699603,TJM524,14,14.4,NA,NA
9941245,NIRVANA EXPLORER,636022940,5LLD9,38,16,NA,NA
9628049,HONG BO 9,413339610,BOXV4,27,14,NA,NA
9795634,COSCO SHIPPING GALAXY,477269300,VRSJ9,197,19,NA,NA
9745079,NORWIND BREEZE,257981000,LAQJ8,12.6,12,NA,NA
8120052,GULF WAVE 1,NA,HP6537,10,9.5,15,12
9361691,PACIFIC VIXEN,566823000,9V2034,12,12,NA,NA
9836036,TORM STRENGTH,219024902,OXDW2,18,12.5,NA,NA
9193862,INLACO BRIGHT,353854000,3FXB8,20,13,NA,NA
9015254,PRIDE OF BURGUNDY,NA,5BEK5,54,21,NA,NA
9588627,OSHAN SUPPLIER,352801000,HO8538,10,12,NA,NA
9114543,ADAM-A,352005408,3E8684,21.4,13.5,NA,NA
8107919,SABRE SPIRIT,NA,NA,8,10,NA,NA
9647655,HOS RED ROCK,367585850,WDG9245,12.1,10,18.9,12
9764520,AMBER BAY,477900100,VRPC7,12,12.5,NA,NA
9705146,NORDULTRA,255806487,CQEU4,27.7,15.3,NA,NA
7910917,PORT LINK,525016714,POQZ,62,19.5,NA,NA
9522178,DS VISION,636092174,A8XV4,65,13,NA,NA
9172844,PLATA SUNRISE,NA,V7JT8,77,15.5,NA,NA
9727405,AFRICAN RAPTOR,311000342,C6BR4,27.7,15.28,NA,NA
9619907,MAERSK MC-KINNEY MOLLER,219018271,OWIZ2,150,16,214,19
9135365,C. IRIS,NA,DSNX3,31,14,NA,NA
9040376,PACIFIC CAREER,NA,VRLV7,25.2,13.5,NA,NA
9157777,CALMA,NA,D6A2785,48,15,NA,NA
9274458,BAODA 17,352986127,3E3900,30,14,NA,NA
9780160,JIANGSU NEWYANGZI (YZJ2014-1158),NA,NA,29,13.7,NA,NA
9907811,SOLAR RUO YUN,636019994,D5XD7,21.4,13.2,NA,NA
9222261,MISS LEE,345070424,XCCG6,24.7,22,31.8,27
9472763,MP MR TANKER 1,563047700,9V5439,34.59,15.2,NA,NA
9118551,PARAND,422109000,EQSA,10.5,10,NA,NA
9883651,JAL KALPAVRIKSH,354385000,3ENS5,30.5,14.5,NA,NA
9355434,PEGASUS J,304122000,V2CF5,36,18.4,NA,NA
9260732,BERING HOPE,366816920,WDK7101,5.5,10,NA,NA
9499486,PCT ARTEMIS,356159000,3EWG3,24,14.6,NA,NA
9275048,GARDINER,636017520,A8DG9,89,21.3,NA,NA
9086021,PRIBUMI,525019020,YFFC,8.71,11,NA,NA
9578050,KSL QINGYANG,538008668,V7A2640,34,14,NA,NA
9908566,MAJESTY,563121600,9V6709,8.5,12.1,NA,NA
9838541,PORT OSAKA,636019265,D5TS2,31.5,14.5,NA,NA
9321548,EDITH MAERSK,220501000,OXOR2,152.6,17,331,24
9529530,JAPIN ARROW,311000083,C6AL8,29.6,14.5,NA,NA
9004516,VIKTORIYA,273337650,UEMV,10,12,NA,NA
9622617,OOCL FRANCE,477222700,VRLQ4,175,23,NA,NA
7531096,RIO VENTURE,NA,6ZMQ,25,13,NA,NA
9187760,BURSA,667002307,9LS2010,44,14,48,14.9
8407905,JIA FU STAR,NA,3FAL7,47,12.75,NA,NA
9529968,IRIS,205663000,ONID,60,13,NA,NA
9509140,GSL ELEFTHERIA,636017802,D5DW8,99,22,NA,NA
9713791,SAKIZAYA GLORY,374606000,3FBP4,37.5,14,NA,NA
9594767,SEAWAYS COLORADO,538004034,V7UU7,60,15,NA,NA
8964458,DUSTIN DANOS,367413160,WDE9077,6.6,9.5,10.3,11
9296212,PANDA,538009966,V7A5403,52,14,67,15.6
9777931,RYMAN,249855000,9HA4401,45,14.5,NA,NA
8967993,MENUMBAR XII,NA,NA,2.6,8,NA,NA
9211169,PUSAN,NA,D5OQ8,205,25.5,NA,NA
9468293,SEASPAN ADONIS,477528400,VRTF4,270,24.5,NA,NA
9336921,TOYOFUKU MARU,431200688,JD2177,42.5,21,NA,NA
9548835,STAR DALMATIA,538007655,V7ZD7,31,14,NA,NA
9950129,CAPE SPENCER,219032229,OZJQ2,44.7,19,NA,NA
9643154,THE HARMONY,374366000,3EIA8,37.5,14,NA,NA
9230098,JAMAICA,NA,NA,50,15.2,NA,NA
9407275,CLEAROCEAN FUYO,563212500,9V9423,47.6,14.7,NA,NA
9371816,PROMISE,245959000,PBOH,8.8,11.5,NA,NA
9114232,BOW FAITH,538009686,V7A5041,38,16,NA,NA
9484003,COSCO ADEN,477765900,VRKF9,150,24.3,NA,NA
9710933,SEACOR AMAZON,538007875,V7VS3,7.5,10,20.4,14.5
9792644,SINOTRANS MANILA,477112600,VRQA7,46,19,NA,NA
9845269,JY RIVER,636019110,D5SZ2,36,14,NA,NA
9067128,LONG,NA,V4YB4,35,19.9,NA,NA
9479307,CAPE GENESIS,373918000,3FBK8,63.5,14.5,NA,NA
9302114,RATU RUWAIDAH,525100736,YBXQ2,34,14.5,NA,NA
9182473,FANTASIA,374631000,HO9156,28.5,14,NA,NA
9808845,UHL FUTURE,255806203,CQAK9,7.2,11,19.8,15.3
9102100,STOLT INVENTION,636010378,ELSN7,53.2,16.2,NA,NA
9255969,LINK OCEAN 1,525801270,YDUC3,14,13.5,NA,NA
9113458,MARCA,NA,V4DF3,45,19,NA,NA
9195664,FRI LAKE,309807000,C6VU2,31,13.5,NA,NA
9309485,CYMONA STAR,209317000,C4GF2,39.5,13.5,NA,NA
7395648,SIM SIM,470542000,A6E2797,12,10,14,12
9420863,KINGSTON,636022950,A8RR2,33,14.2,NA,NA
9052721,BRUISER,NA,9LU2305,25,14,20.5,12
9238882,MSC MANASA F,636020949,5LBN5,51.5,19.5,NA,NA
9928035,GREEN MILE,352898705,3E2003,27.7,15.2,NA,NA
9469508,ADAM I,256794000,9HA4010,39,14,NA,NA
9964314,RAWABI 133,572673220,T2AI6,36.72,325,NA,NA
9162617,PRO,NA,V4TB2,90,20,NA,NA
9048706,SW DIAMOND,NA,3FYJ3,13,15.3,NA,NA
9064750,MSC ELEONORA III,356167000,HPVY,65,20,NA,NA
9298703,EAST COAST,255916038,CQ2467,32,14.5,NA,NA
9288617,AKASHIA,431301736,JL5409,193,30.5,NA,NA
9585314,HG SINGAPORE,636020216,D5YE3,34,14,NA,NA
9300817,SALALAH LNG,371561000,3EDE9,160,19.5,NA,NA
9046784,NIBA,511101558,T8A4992,43.7,16.7,NA,NA
9705316,NOBLE ISLAND,477681400,VRTX4,26,13.5,27.7,15.3
9560326,SANDERA,636018735,D5RD6,13,11,NA,NA
9126302,ARISTIMO,NA,V3UR3,27.9,14,NA,NA
7700960,GOOD TRADE,NA,ATOT,28,13,NA,NA
9081655,CANARIAN REEFER,273354770,UBXI2,20,15,NA,NA
9469493,ORIENT U,636021863,5LGB5,39,14,NA,NA
9947809,XIN SHENG 66,413244920,BOMB9,6.5,10,NA,NA
9154000,VIOLET 1,NA,NA,26,15,NA,NA
9558737,BOW ARM,354430000,3EEQ4,25,13.5,NA,NA
9159414,BLT GREEN,351382000,3FNK7,28,14,NA,NA
9515527,AGIOI THEODOROI,636019935,D5WW4,23,14,NA,NA
9796822,NORDIC CALLAO,353402000,3ECB4,28,14.5,NA,NA
9624328,EVER GALLANT,373843000,3EUN3,21,13.5,23,14
8822272,KEN,NA,E6SB2,15,13.5,NA,NA
9787417,KEYFIELD HELMS 1,533132471,9M2922,12,12,NA,NA
9244984,RAON TERESA,440177000,D7FL,27,15.3,NA,NA
9283631,KAMARES,370253000,3FYS2,34,14,NA,NA
9074872,HAZEM,447003000,9KNA,21,14,NA,NA
9717113,STI GUIDE,538005823,V7HH7,39,14,NA,NA
9392781,ZEZE START,538009598,V7A4939,30,14.5,NA,NA
9174268,SEAGUARDIAN,215247000,9HHP7,32.5,14,NA,NA
9317315,IBRI LNG,355580000,3EFH9,270,19.5,NA,NA
9452971,SW VESPUCCI,209128000,5BXF2,14.6,10.5,NA,NA
9679438,AGNES CANDIES,338032000,KAGK,17.3,10,22.7,12.5
9866184,LADY ANNE,636019967,D5XA4,29,14.5,NA,NA
9325154,NEW SOUL,314795000,8PSO6,17,12,23,14
8702238,GARADAGH,423025100,4JDS,5,10.5,NA,NA
9382279,DOUBLE EAGLE,NA,WDD9256,13.19,11.5,NA,NA
7900273,EVEREST,NA,D6FV3,29,13,NA,NA
8018900,RI WON 105,NA,HMBN,25,13,NA,NA
9840506,CHASSELAS,355328000,3EHP6,29,14.5,NA,NA
9331878,VIMC SUNRISE,574000580,3WAM9,30,14,NA,NA
9500041,RB DYLAN,538009674,V7A5026,30,14,NA,NA
9562362,BOURBON LIBERTY 226,253434000,LXYR,16,12,22,13.5
9326988,CT DANIEL,255806235,CQA09,33.3,18,NA,NA
9462718,YM UNANIMITY,416466000,BLHL,250,25.6,NA,NA
8014186,FATIMA,NA,NA,17,13,NA,NA
9397547,ARIADNE,314948000,8P2446,33,14.5,NA,NA
9540522,ALLIANZ POWER,511100225,T8A3324,24,10,NA,NA
9644213,BRAM BUZIOS,710009250,PPUI,18,12,NA,NA
9183336,GENEVA,NA,T8A3216,58.7,14.45,NA,NA
9130509,S ABLE,NA,T8A3185,42,18.5,NA,NA
9606429,PACIFIC COURAGE,477766900,VRJU5,52,14,NA,NA
9160190,KYM,NA,D6A2276,93,15.3,NA,NA
9950727,GOLDEN LION,538010498,V7A6125,27,14.1,NA,NA
9615418,STAR CHARIS,636017943,D5NL7,29,13,NA,NA
9864992,OCEAN TACT,353720000,3FZZ,18,14,NA,NA
9823534,AL KHTAM,636020895,5LBF9,52,14,NA,NA
9409584,COURAGE,353150000,3FBI8,25,14,NA,NA
9845805,LEM MARIGOLD,538008590,V7A2546,26.6,13.5,NA,NA
9311751,ANTIOCHIA KA,636023569,5LOI6,32,14.5,NA,NA
9944144,NORD VOLANTE,219625000,OUOF2,19.7,12.5,NA,NA
8316730,TERN ARROW,NA,C6CU5,24,13,NA,NA
9501851,GIANT ACE,370640000,3EVK,69,14.3,NA,NA
9600889,TAMARA,636021784,5LFQ9,39.5,12.5,NA,NA
9897585,DORIC KATANA,352643000,H9VW,27.6,13.3,29,14.5
9530644,IOLCOS DIGNITY,229042000,9HA3019,27.5,12,38,14
9326782,SHIMIN,563095500,9V6542,165.2,25,NA,NA
9213820,NOINA,775151000,NA,32,14,NA,NA
7529677,NIZAMI,NA,NA,9,11.7,NA,NA
8517047,STACIA,NA,NA,16.5,12,NA,NA
9889564,DURHAM,232031864,MIKS3,44.2,16.6,NA,NA
9238789,MSC MANU,636016940,A8CF3,145.3,23.5,NA,NA
9244788,SHUN FU WANG,354491000,3ECN4,34,14,NA,NA
9280861,MSC PRATITI,636016204,D5EZ6,154.5,23,NA,NA
9190963,DE MEI,413021210,BSIM,30.6,14,36,15
9253325,NURKEZ,NA,NA,42,12.5,50,14.7
9414319,NOEL,441830000,D7AC,17.6,13.4,NA,NA
9076478,PARIN,422246000,EQYO,8.84,10.2,NA,NA
9125126,CASPIA,422231800,EPKG5,19,14.2,NA,NA
9599389,LMZ PHOEBE,538005370,V7DD5,34,14,NA,NA
9789805,URSA MAJOR,538007347,V7EK8,34,14,NA,NA
9400069,CMA CGM XIAMEN,248411000,9HA4648,232,25.3,NA,NA
9313802,NIJLBORG,246371000,PHDE,10,12,NA,NA
9725392,SARONIC SPIRIT,538009587,V7A4923,11,12,17.6,14
9300867,NEWSUN VISION,574004730,XVHL7,22.3,13.5,NA,NA
9478705,ALPINE LEGEND,538003961,V7UJ5,32.63,14.9,NA,NA
9433511,GEORGIOS ALEXIOS,538090652,V7A6324,7.5,9.5,NA,NA
9494151,PETRUS,538008624,V7A2589,30.5,13.5,33,14
8418629,HUA GAO,413376030,BSCL,16,11.5,25.6,15
9676723,MELCHIOR SCHULTE,565382000,9V3053,40,18,NA,NA
9308613,CONTSHIP FUN,636019053,D5SS6,38.5,18.1,NA,NA
8819732,TENACITY,NA,D6A2282,13,12,NA,NA
9256468,GAGAN,NA,NA,48,15,NA,NA
9341689,LNG JUPITER,311019200,C6XQ5,176,18.7,NA,NA
9493066,HL BRAZIL,440039000,D7CY,78,15,NA,NA
7644996,ASHYG ELESGER,NA,NA,9,11.7,NA,NA
9135638,MED MERSIN,271052243,TCA8035,89,22,NA,NA
9265586,NOAH,305904000,V2HU9,38.5,19,NA,NA
9319882,ARYABHATA,630001163,J5AS8,40,14.5,NA,NA
9214109,ZHE NENG 5,414421000,BTJH6,31,14,NA,NA
9573115,CANAL,314896000,8P2362,69,14.3,NA,NA
9236195,QI FAN LUN,414322000,BQQG,34,14,NA,NA
9142930,GUO YUAN 7,412735000,BVNJ,28,13.5,NA,NA
9224570,SEA WISE,511100774,T8A3980,33.6,15.3,NA,NA
8719126,GLORY FUZHOU,NA,3FYQ3,50,13.5,NA,NA
9427134,DAIWAN WISDOM,355586000,3FWQ8,24,14,NA,NA
9317092,BULK FREEDOM,356811000,3FGP9,30,14,NA,NA
9520986,LIBERTY ISLAND,477444800,VRLK3,30,14,NA,NA
9562001,CHANG HONG AN,414572000,BOUI3,34,14,NA,NA
9306421,AK AMBITION,304285000,V2YE3,10,12,NA,NA
9338058,ARCHER,636020992,A8LN2,97,23,NA,NA
9708978,EGRET RIVER,353156000,3FZY5,25,13.8,NA,NA
9067544,MSC MARIA,NA,3FGN8,20,16.4,NA,NA
9749922,OI MARU,636018600,D5QM2,45,14,NA,NA
9424156,WIGEON,367600090,WDH2680,10,12,NA,NA
9178630,RAMFORM VICTORY,258054000,LAIG5,36,13,NA,NA
8820901,DILDAR,NA,9LB2387,27,14.8,NA,NA
9401075,MELINA,538007680,V7DE9,145.3,23.5,NA,NA
9122045,T AGADIR,NA,T8A3062,54,19.6,NA,NA
9082764,ZHONG CHANG 168,413892000,BKTZ6,27,14,NA,NA
9738222,RED MARLIN,538007177,V7YD9,35,14,37.5,14.5
9472103,ERATO,636015002,A8XZ4,48.6,18,88,22
7922295,RADHE,NA,5OCX5,16,13,NA,NA
9131371,SEABULK ARCTIC,366826000,WCY7054,28,14,NA,NA
9722302,THEBEN,566044000,9V3559,57.4,20,NA,NA
9162954,GUO DIAN 16,413779000,BFGF,28,14,NA,NA
9914890,ZHEJIANG SHENZHOU SUNSHINE SZ19058,NA,NA,5,11,NA,NA
9505974,BONITA AKI,219152000,OYCP2,22,13.5,NA,NA
9701566,TORM KIRSTEN,219029080,OZIQ2,34,13,52,15
9231846,NEUENFELDE,305287000,V2DO9,37.7,18.5,NA,NA
9240964,NEPTUNE AEGLI,215170000,9HEX7,56,20,NA,NA
9105061,BAHAMA,NA,T8A3048,28,14.4,NA,NA
1031795,ZONDA,538011596,V7A3182,14.5,14,NA,NA
9698616,LARGA,352002688,HOA3024,6.5,10,NA,NA
9300996,WORLD PROGRESS,518999494,E5U5475,33,14.5,40.72,15.9
9865881,MAERSK JAKARTA,356853000,3FDX7,44,18,NA,NA
9851969,ARKLOW ARCHER,250005981,EIWY5,8,12,NA,NA
9681467,AZUL BRISA,432996000,7JRX,56.5,14,64,14.8
9831074,SPETSES LADY,563087400,9V6160,26,12.5,45,14
9373280,EEMS DELF,244176000,PHIY,5.5,11,NA,NA
9721554,PAKHOI,477588100,VRPD3,18,14,NA,NA
9693824,WECO MADELEINE,636093045,5LCM2,30,14.5,NA,NA
9943633,SITC RENHE,477906100,VRVG6,22.6,18.2,NA,NA
9715086,ZAMIL 507,403759070,HZBQ,22,11,NA,NA
9668506,NEPTUNE THALASSA,241859000,SVDU4,48,19.3,NA,NA
9227522,LAURA,NA,D6A2489,56,14,NA,NA
9814430,SATURN MOON,636019541,D5UY9,36,12.5,52.8,14.8
9307396,STONEWELL GLORY,636021202,5LCT9,83.2,22,NA,NA
9714795,TOMINI OROSHI,538005709,V7GG9,21,14,NA,NA
9257981,HALIT YILDIRIM,538005957,V7IK9,17,12,23,14
9725859,BOCHEM WALVIS BAY,477348100,VRPN2,25,15,NA,NA
9348053,MAERSK MONTE AZUL,563051700,9V7382,163,23.3,NA,NA
9589633,LAURA D,255915640,CQ2098,49.5,14.5,NA,NA
9839868,MARAN SPLENDOUR,241682000,SVDF9,52.8,14.8,NA,NA
9066667,CRYSTAL SYMPHONY,309168000,C6MY5,111.8,21,NA,NA
9535242,REGINA OLDENDORFF,636092979,D5YK6,49.5,14.5,NA,NA
9385491,DESTINY,370662000,3FRG6,34,14,NA,NA
9911991,NEW SPLENDOR,477859900,VRUZ8,75,15,NA,NA
7361180,ONE,NA,T8A2053,90,21,NA,NA
9356103,MAERSK NAKURU,477552900,VRKZ8,85,21.5,NA,NA
8112926,PACIFIC STREAM,NA,HO7956,23,13.5,NA,NA
9131589,SWE-BULK,210382000,5BYG5,6.5,12,NA,NA
9246798,GOLDEN GLORY,477630700,VRTS6,33,14.5,NA,NA
9398632,GOZDE BAYRAKTAR,271002732,TCTQ2,26,12.5,44,18
9451616,GH LEVECHE,356556000,3FPR6,69,14.3,NA,NA
9341940,PELAGIC TOPE,209228000,5BFM6,48,14.7,NA,NA
9164237,ALEXANDER MAERSK,NA,OZRC2,42.3,17,NA,NA
8500056,SPAN 30,NA,V4VI5,5.5,12,NA,NA
9160982,MSC DHANTIA F,636020811,5LAV6,15.5,10,45,19
9746516,MEO MONARCH 2,525100214,YBNZ2,15,11,25,14
9478107,VEGA 1,525119097,YCLL2,17.6,13.4,NA,NA
9313474,MOSTAR,352003633,3E5255,33,14.5,NA,NA
9122978,ARCTIC,273295130,UBTV3,11,12,20,16
9180035,DONG MINH,357276000,3FET9,23,14,NA,NA
9727479,ARIETTA LILY,636020267,D5YK9,29,14.5,NA,NA
9796913,FOREVER SPLENDOR,477162400,VRRS6,24,13.8,28,14.5
9461661,HAFNIA ANDROMEDA,249456000,9HA4253,34.5,14,NA,NA
9678812,MARTHA OLDENDORFF,636016114,D5EN2,56,14,NA,NA
9231717,C HORIZON,440130300,NA,7,12.5,NA,NA
8971839,MAS,671504100,5VJC5,3.5,9,NA,NA
9259290,ELKA DELOS,636020277,D5YM5,31.6,14.3,NA,NA
8616300,PRESIDENT 1,NA,9LJ2009,160,24,NA,NA
9917880,MONA,403646000,HZKV,33,14.5,NA,NA
9603805,STAR LUSTER,258007000,LAQO7,35,15.5,NA,NA
9206669,MARANTA,613618200,TJM0083,8,10.8,12.5,13
9665841,TIBERIUS,538007754,V7AM5,22.5,13.5,NA,NA
9739563,EKATERINI,538007847,V7LC2,29,13.7,NA,NA
9376725,PEREGRINE,215740000,9HA2355,39,18.5,NA,NA
9465526,EUROCARGO ROMA,247241900,IBAV,75,22.3,NA,NA
9525481,MAERSK CUBANGO,477174700,VRJV3,99.5,20,NA,NA
8817411,LOBSTER,NA,TRAO4,12,14.1,NA,NA
9565065,SOHAR MAX,538004888,V7ZP8,98.1,14.8,NA,NA
9553749,OCEAN NISA,538009871,V7A5274,22.1,13,NA,NA
9081100,SUERTE,NA,V7OS4,33.4,14.5,NA,NA
9575527,LAUSANNE,667001961,9LU2764,26,14,NA,NA
9631216,BAO HANG 18,413376640,BIAM9,20,13.5,NA,NA
9081344,MARATONA,355719000,H3HH,7,11.2,NA,NA
9116486,NEW PROGRESS,667002241,9LS1944,12,12.5,NA,NA
9050096,SEAROSE G,NA,C6UC2,35.5,14,NA,NA
9674799,ATLANTIC BULKER,354532000,3EML4,25.5,14,NA,NA
8315920,TRADELINK,NA,3EZL7,22.5,13,NA,NA
9223497,CHANG YANG JIN HE,414395000,BQMT,32,14,NA,NA
9864318,SERI EMPEROR,563126300,9V6928,42.5,16.3,NA,NA
9364033,NORTH PROMISE,235056391,MTZM,10,11,24.3,16.5
9161895,RA I,NA,T8A3599,22.2,14.7,NA,NA
9299044,MAERSK DURBAN,369340000,KSKM,86,22.5,NA,NA
9224518,WAN HAI 612,636023534,5LOE3,220,25.03,NA,NA
9213296,TELESTO,314001023,8P2555,50,15,NA,NA
9624914,HOEGH GANDRIA,563216800,9V9227,142.5,19.5,NA,NA
9660578,ANGLO RED,232012585,MCGA9,24,12,NA,NA
9622045,KUN LUN YOU 203,413630120,BQSA,27,13.5,NA,NA
9491173,KIRAN AFRICA,215453000,9HA2734,39,14,NA,NA
9201906,HELLE,257510000,LAJE8,7,12.5,NA,NA
9865984,GREEN EARTH,563101900,9V6356,26.9,18.5,41.5,19.9
9730531,KEYFIELD GRATITUDE,533133396,9M3893,7.5,10,12,13
9259719,BRO COMBO,525119033,YBTS2,19.5,14,NA,NA
8964783,BIP MAR I,NA,NA,8,11,NA,NA
9555278,WISE TIDE II,576164000,YJVT2,16,12.5,NA,NA
9150353,ANGRIYA,419001343,AWXQ,73.8,22.5,NA,NA
9552197,BOS ARES,566293000,9V8668,9,10,16.2,13
9230505,NEW LEGEND,636017774,D5MQ8,67,15.7,NA,NA
9725756,GO AUSTRALIS,372112000,3FUE8,6.5,10,NA,NA
9343857,FANEROMENI,636021968,5LG05,40.5,13.5,NA,NA
9448310,CLOTILDE,215910000,9HA5364,33,14.2,NA,NA
9171747,SEA PANTHER,NA,5BDR3,30.6,14,36,15
9004815,QUEEN MARIA IV,NA,NA,6.8,11.3,NA,NA
9223239,SHUNYO MARU,431494000,JETM,12,17.5,NA,NA
9512563,NADINE V,636021766,5LFO6,43,14,NA,NA
9271573,ADEBOMI,352001661,HOA2759,52,13,NA,NA
9436666,HISTRIA PRINCE,538003431,V7QT2,27.3,14,NA,NA
9917579,SM KESTREL,352002925,3E4685,77.1,19.5,NA,NA
9689653,SUNNY DAISY,440806000,D7LL,27,18,NA,NA
9644835,NEWSEAS CRYSTAL,477150500,VRRK4,24.9,14.4,NA,NA
8701492,KIFANGONDO,NA,E5U2404,28,14,NA,NA
9251884,LOANNA,511101678,T8A5146,30,14.5,NA,NA
9355604,GASLOG SINGAPORE,310594000,ZCDZ3,142.5,19.5,NA,NA
9597018,AGISTRI,636015167,A8ZA5,67,15.7,NA,NA
9186429,ELISABETH RUSS,255805606,CQFE,48,20,NA,NA
8203359,MALYOVITZA,NA,LZGE,26,14,NA,NA
9683087,KMARIN REASON,235108534,2ICI7,45,14.5,NA,NA
9632014,APL MERLION,563231000,S6NV,208,23.2,NA,NA
9316799,PAUL AILLET,367628670,WDH5514,23.4,23,26.5,26
9422976,SEA BIRD,667001832,9LU2635,10.8,10,NA,NA
9306299,SUAVE,314821000,8PVO5,12,12,NA,NA
9650468,RU CHENG SHAN,414153000,BPCL6,22,10.6,34,14
9046368,FREESIA,355991000,3FTF4,15.75,15,NA,NA
9426051,ROZA,636022445,5LIV4,42.5,14.1,NA,NA
9933511,HERMIT,563203400,9V7075,45,16.5,NA,NA
8113516,OCEAN KOREA,NA,D9NU,34,13.5,NA,NA
9290957,CHRONOSTAR,312153000,V3XO2,36,14.5,NA,NA
9353905,EASTERN HERO,511101182,T8A4456,18.7,13.5,NA,NA
9641388,REIHOU,431978000,7KCU,37,14,NA,NA
9590096,STAR APHRODITE,636020459,D5ZI4,40.5,13.5,NA,NA
9393539,AAL GEELONG,210998000,5BLQ2,29,14,NA,NA
9351921,IVER PROSPERITY,538002784,V7LP8,27,14,NA,NA
9672040,AL MAQAM,538010707,V7A7296,24.9,14.4,NA,NA
9427005,CORONA MAJESTY,372759000,3EKL7,39.75,13.75,45.3,14.5
9214367,MOBY WONDER,247015400,IBUR,170,27,NA,NA
9221188,MADONNA,NA,T8A2766,10.8,12,17.1,14
9229659,CORAL PRINCESS,310376000,ZCDF4,228,21.5,NA,NA
9375329,GRAND ACE6,372419000,3EIW4,33,14.5,NA,NA
9331256,ELM GALAXY,372040000,3EHZ,22.7,14.5,NA,NA
9638056,MAY OLDENDORFF,636016113,D5EM9,56,14,NA,NA
9260213,DADIVA,NA,NA,2.7,12,NA,NA
9776767,TIGANI,636021728,5LFK5,45,14.5,NA,NA
9428449,CAROLINE THERESA,220637000,OUOZ2,17.5,14,NA,NA
9407689,POLARIS LIBERTY,538009722,V7A5085,41.2,18,NA,NA
9758545,BINH AN VALIANT,574002730,3WRP9,6.8,8,12.5,13
9104146,SELAT MAS,NA,POQU,36,18,NA,NA
9386938,JANA,403522001,HZBN,66.5,14.6,115,16
9263136,HELEN,352004842,3E7076,22.8,14.6,NA,NA
9811529,NEW CONFIDENCE,371429000,3FDO6,31.5,14.5,NA,NA
9510199,HEROIC,241073000,SVBE3,52,14,NA,NA
9179983,ERK IZMIR,352002302,3E3517,19,15.5,NA,NA
8323197,ALBERTA,NA,NA,23,13,NA,NA
8806876,ULMAR,NA,5VCQ9,31,15.1,NA,NA
9622007,MSC JERSEY,255805956,CQIG8,102,21,NA,NA
9757979,CHEMROAD SIRIUS,357571000,3FJI6,25,15,NA,NA
9698965,GENCO ENDEAVOUR,538008118,V7AV8,56.8,12.9,NA,NA
7717274,NAIADE,247047200,IPVD,13,16.5,NA,NA
9518646,PACIFIC SPIRIT,477213900,VRIL7,52,14,NA,NA
8634170,HARDING,265588760,SHRC,3,11.5,NA,NA
9230268,R. M. 7,567613000,HSB8503,19,13,NA,NA
9754903,RUEN,249517000,9HA4276,18.4,14,NA,NA
9452361,STX JINHAE (1306),NA,NA,30.5,13.5,33,14
9315161,DHT CHINA,477721300,VRUE4,104,15.5,NA,NA
9919187,GAS MAGNOLIA,563174800,9V7705,50,16.5,NA,NA
9139983,NEW SMART,NA,VRMU8,33.5,14.5,NA,NA
8418435,KAPITAN MARTYSHKIN,273131000,UAKK,16,11.5,25.6,15
